Date,AAPL,MSFT,GOOGL,AMZN,NVDA,META,TSLA,BRK-B,JPM,V,UNH,XOM,JNJ,WMT,PG,MA,HD,CVX,MRK,ABBV,PEP,KO,COST,AVGO,LLY,TMO,MCD,CSCO,ACN,ABT,DHR,NKE,TXN,NEE,PM,ORCL,CRM,AMD,INTC,QCOM,IBM,GE,CAT,BA,DIS
2025-04-23,203.52464294433594,370.7426452636719,154.81320190429688,180.60000610351562,102.5662612915039,518.6519775390625,250.74000549316406,526.8099975585938,236.28472900390625,331.19952392578125,416.2232360839844,103.10357666015625,150.30377197265625,93.94549560546875,161.09579467773438,526.8976440429688,345.0448303222656,129.60693359375,75.97991180419922,171.46401977539062,135.35687255859375,71.23499298095703,969.1149291992188,175.48809814453125,821.9091796875,430.05755615234375,309.1819763183594,54.378353118896484,284.31488037109375,127.2406997680664,194.96644592285156,55.488468170166016,146.74688720703125,64.85215759277344,162.35711669921875,130.09475708007812,248.6245880126953,90.38999938964844,20.59000015258789,136.73924255371094,237.77569580078125,192.6602325439453,292.6032409667969,172.3699951171875,86.335205078125
2025-04-24,207.27481079101562,383.5268249511719,158.7296142578125,186.5399932861328,106.28105163574219,531.4918823242188,259.510009765625,531.6400146484375,239.97299194335938,332.52685546875,412.6149597167969,104.31351470947266,149.8684539794922,94.81610107421875,155.0691680908203,532.315673828125,348.16204833984375,131.87326049804688,77.04135131835938,174.6792755126953,128.74412536621094,70.47696685791016,968.75732421875,186.6377410888672,851.9447021484375,425.09576416015625,306.98797607421875,55.023502349853516,287.52154541015625,126.7899169921875,195.1551513671875,56.54235076904297,156.37249755859375,63.96521759033203,164.2500457763672,136.14407348632812,262.7392883300781,94.47000122070312,21.489999771118164,143.3104248046875,222.132568359375,196.37060546875,303.57452392578125,176.25999450683594,89.02545928955078
2025-04-25,208.18002319335938,388.03253173828125,161.40036010742188,188.99000549316406,110.85465240478516,545.5679931640625,284.95001220703125,530.9600219726562,238.90380859375,331.9919738769531,407.1588439941406,104.25589752197266,149.5299072265625,94.07410430908203,156.51751708984375,530.3472900390625,346.16778564453125,131.5508270263672,79.8396987915039,180.18975830078125,126.90776824951172,69.88416290283203,970.4258422851562,190.7643280029297,876.5299682617188,422.6846618652344,307.4927673339844,55.43405532836914,289.4751281738281,126.2705307006836,195.790771484375,55.710845947265625,157.07656860351562,63.714561462402344,164.4142303466797,137.11434936523438,265.865966796875,96.6500015258789,20.049999237060547,144.62466430664062,225.1159210205078,197.38522338867188,303.1689453125,177.9499969482422,89.2925033569336
2025-04-28,209.03549194335938,387.3492126464844,160.05499267578125,187.6999969482422,108.57784271240234,548.0302734375,285.8800048828125,530.9400024414062,238.580078125,334.3097839355469,408.4814758300781,104.31351470947266,150.27476501464844,94.20272064208984,157.3242950439453,531.3514404296875,345.52886962890625,132.84994506835938,80.27393341064453,186.27162170410156,127.26932525634766,69.76753234863281,971.7962646484375,190.9230499267578,869.3456420898438,419.7952880859375,307.5607604980469,55.561126708984375,289.33697509765625,126.93690490722656,194.5692138671875,55.41111755371094,156.67147827148438,63.810977935791016,163.380859375,138.74794006347656,263.6722717285156,96.38999938964844,20.510000228881836,143.70956420898438,228.7482147216797,199.80242919921875,303.77239990234375,182.3000030517578,89.17382049560547
2025-04-29,210.09988403320312,390.201171875,159.60658264160156,187.38999938964844,108.86742401123047,552.7156982421875,292.0299987792969,534.5700073242188,239.953369140625,338.28173828125,398.0069274902344,104.05424499511719,150.8164520263672,95.01396179199219,157.72283935546875,536.5109252929688,347.5424499511719,132.09133911132812,81.74065399169922,187.40469360351562,127.79265594482422,70.31175231933594,984.8655395507812,189.63348388671875,877.18408203125,425.96258544921875,305.3182067871094,56.04988098144531,294.4873352050781,127.88748168945312,197.56854248046875,55.63349914550781,155.06080627441406,64.8328857421875,164.4335479736328,139.39149475097656,265.7765808105469,96.05999755859375,20.34000015258789,142.98916625976562,231.8768310546875,199.4443359375,304.1087341308594,182.0,90.17276000976562
2025-04-30,211.3831024169922,391.4093017578125,158.25128173828125,184.4199981689453,108.76756286621094,547.2926025390625,282.1600036621094,533.25,239.953369140625,342.2239685058594,400.1562805175781,101.4327163696289,151.203369140625,96.2110366821289,158.024169921875,544.8417358398438,348.9848937988281,129.01901245117188,82.21345520019531,188.94456481933594,129.0010223388672,70.5061264038086,987.6463012695312,190.9230499267578,890.8095703125,427.4272155761719,310.31781005859375,56.43110275268555,295.1582336425781,128.13247680664062,197.96578979492188,54.53126907348633,155.68331909179688,64.47618103027344,165.49591064453125,139.32220458984375,266.71954345703125,97.3499984741211,20.100000381469727,144.52732849121094,234.23057556152344,200.47885131835938,305.95867919921875,183.24000549316406,89.95516967773438
2025-05-01,212.19879150390625,421.25567626953125,160.74264526367188,190.1999969482422,111.45380401611328,570.4303588867188,280.5199890136719,530.22998046875,242.1800994873047,339.20294189453125,389.6913757324219,101.5767593383789,149.413818359375,96.36933135986328,155.506591796875,543.4201049804688,346.8647766113281,129.2086639404297,80.34146881103516,187.2400665283203,127.06950378417969,69.28160858154297,992.1549682617188,195.7439727783203,786.9089965820312,418.3506164550781,304.48333740234375,56.81232833862305,296.51983642578125,128.25987243652344,195.36373901367188,54.879337310791016,153.942138671875,63.67601776123047,164.23074340820312,144.04481506347656,267.3349609375,96.6500015258789,19.979999542236328,131.62831115722656,232.13836669921875,202.5379638671875,310.5984802246094,182.88999938964844,89.81670379638672
2025-05-02,204.2706756591797,431.0394287109375,163.46319580078125,189.97999572753906,114.33976745605469,595.1632690429688,287.2099914550781,539.7999877929688,247.69287109375,344.3040466308594,388.9522399902344,101.98967742919922,151.0195770263672,97.69500732421875,156.031494140625,556.105224609375,352.88629150390625,131.332763671875,80.2642822265625,192.20822143554688,127.25981140136719,69.63147735595703,1002.6558227539062,202.00328063964844,816.1617431640625,421.9971923828125,302.8523254394531,57.99510955810547,301.2557678222656,130.16104125976562,197.68771362304688,56.648704528808594,160.02163696289062,64.67862701416016,165.01303100585938,149.2327423095703,273.0423278808594,98.80000305175781,20.6200008392334,136.1064453125,237.84352111816406,206.60641479492188,320.2144470214844,185.4600067138672,91.47832489013672
2025-05-05,197.84463500976562,431.9207763671875,163.642578125,186.35000610351562,113.66071319580078,597.40625,280.260009765625,512.1500244140625,247.74191284179688,345.334228515625,393.7080993652344,99.16648864746094,149.93617248535156,98.2688217163086,154.38876342773438,557.8250122070312,350.1853332519531,128.4879913330078,79.93619537353516,189.8839569091797,125.58522033691406,69.68006896972656,1009.2089233398438,199.10671997070312,814.021240234375,420.7218322753906,306.5025634765625,57.985328674316406,303.60400390625,129.9454345703125,196.0489959716797,55.449790954589844,157.98866271972656,63.72421646118164,167.26329040527344,147.8070526123047,270.6105041503906,100.58999633789062,20.270000457763672,135.74624633789062,241.35958862304688,207.83990478515625,319.6505126953125,186.4600067138672,91.10248565673828
2025-05-06,197.46664428710938,429.0885925292969,162.66595458984375,185.00999450683594,113.38111114501953,585.4834594726562,275.3500061035156,512.3300170898438,244.4950408935547,344.40313720703125,383.6905822753906,100.54927062988281,149.42349243164062,97.49715423583984,154.7969970703125,555.70751953125,347.91033935546875,128.58282470703125,76.26939392089844,181.24537658691406,124.39586639404297,69.69950103759766,1004.8435668945312,198.48179626464844,768.1008911132812,405.52777099609375,307.54132080078125,57.88758087158203,299.7461853027344,130.39622497558594,188.74929809570312,55.15006637573242,156.69493103027344,64.14839935302734,168.12281799316406,146.23284912109375,271.3350830078125,98.62000274658203,19.940000534057617,136.19407653808594,241.3014678955078,207.50169372558594,317.454345703125,185.9600067138672,91.16182708740234
2025-05-07,195.218505859375,429.12823486328125,150.85691833496094,188.7100067138672,116.89617919921875,594.953857421875,276.2200012207031,518.219970703125,244.63238525390625,346.53277587890625,380.3352355957031,100.4532470703125,152.16102600097656,97.77416229248047,154.83587646484375,563.0044555664062,351.1727600097656,128.7629852294922,76.34659576416016,182.1557159423828,125.51860809326172,70.3603515625,1001.5123291015625,203.1638641357422,769.6863403320312,406.354736328125,308.8422546386719,58.229705810546875,302.0056457519531,131.26841735839844,191.7685089111328,56.67770767211914,160.2939910888672,64.93892669677734,169.35902404785156,147.88626098632812,276.1690368652344,100.36000061035156,20.309999465942383,140.47752380371094,245.41807556152344,208.8147430419922,316.8607482910156,185.55999755859375,100.97332000732422
2025-05-08,196.45199584960938,433.9012451171875,153.7469024658203,192.0800018310547,117.20575714111328,596.150146484375,284.82000732421875,513.25,248.63453674316406,347.93927001953125,374.9762878417969,101.85523223876953,150.5746307373047,96.38911437988281,154.21377563476562,563.789794921875,353.2154235839844,129.94830322265625,74.9281234741211,179.7248992919922,125.05237579345703,69.16499328613281,1002.0691528320312,206.10006713867188,744.6452026367188,409.27398681640625,304.3376770019531,58.366554260253906,304.7584228515625,131.3174285888672,193.48667907714844,56.95810317993164,161.1208038330078,65.86442565917969,166.114013671875,148.80703735351562,277.6678466796875,101.69999694824219,21.0,141.25633239746094,246.16390991210938,213.36068725585938,320.7783508300781,191.6999969482422,103.97018432617188
2025-05-09,197.4865264892578,434.4558410644531,152.22218322753906,193.05999755859375,116.48676300048828,590.6473999023438,298.260009765625,513.739990234375,248.2519989013672,349.197265625,370.20098876953125,103.04596710205078,149.18167114257812,95.91805267333984,153.25144958496094,565.3008422851562,351.134033203125,131.32327270507812,73.3070068359375,178.7758331298828,124.11043548583984,68.5333023071289,1002.4470825195312,206.526611328125,727.9180908203125,401.6520080566406,304.5221252441406,58.42520523071289,303.7914733886719,130.57264709472656,188.43150329589844,56.36831283569336,167.56991577148438,67.78289794921875,163.8927001953125,148.8466339111328,273.3798828125,102.83999633789062,21.420000076293945,141.33421325683594,242.98521423339844,213.8282012939453,322.1336669921875,194.85000610351562,104.78121185302734
2025-05-12,209.95704650878906,444.8832092285156,157.91244506835938,208.63999938964844,122.82786560058594,637.4412841796875,318.3800048828125,514.2999877929688,255.08900451660156,352.475830078125,368.36279296875,104.82244873046875,149.10427856445312,95.94780731201172,156.40084838867188,574.8743286132812,364.5710754394531,134.29127502441406,77.61067962646484,184.0732421875,125.29025268554688,67.57120513916016,1010.4619750976562,219.799072265625,748.7278442382812,431.0040283203125,302.81353759765625,60.28245162963867,317.7921447753906,129.34765625,199.4555206298828,60.506500244140625,182.17041015625,67.1851806640625,159.1893768310547,155.65830993652344,286.6805725097656,108.12000274658203,22.18000030517578,148.09036254882812,247.3632354736328,217.7971954345703,338.8824157714844,198.52999877929688,109.28144073486328
2025-05-13,212.0885772705078,444.764404296875,158.97874450683594,211.3699951171875,129.74815368652344,653.98974609375,334.07000732421875,511.8800048828125,257.9925842285156,353.3489685058594,302.8404235839844,105.11052703857422,143.59046936035156,95.08500671386719,154.29153442382812,573.2042236328125,361.6764831542969,134.98350524902344,73.9438705444336,182.06854248046875,123.98674011230469,67.01725769042969,993.437744140625,230.55194091796875,739.3040161132812,427.3774108886719,299.6778259277344,60.38998031616211,318.2262878417969,126.46652221679688,195.264404296875,60.32279968261719,183.06529235839844,69.5182113647461,158.2139434814453,160.6581268310547,287.0279846191406,112.45999908447266,22.559999465942383,147.33102416992188,252.14105224609375,220.41334533691406,348.76544189453125,203.4199981689453,110.16170501708984
2025-05-14,211.490966796875,448.5273132324219,164.79855346679688,210.25,135.15060424804688,657.309326171875,347.67999267578125,503.3999938964844,260.5724182128906,353.6664733886719,299.5628356933594,104.16947174072266,141.5784454345703,96.02713775634766,153.6013946533203,569.9136352539062,360.9117431640625,134.33868408203125,70.89463806152344,171.84170532226562,122.21699523925781,67.21163177490234,985.9896240234375,230.25436401367188,709.0802001953125,404.56134033203125,298.5225524902344,59.911006927490234,316.13458251953125,125.98632049560547,186.53457641601562,59.68466567993164,182.228759765625,69.59532165527344,158.416748046875,161.3313751220703,288.58636474609375,117.72000122070312,21.520000457763672,148.9275665283203,251.39024353027344,222.0646209716797,345.91632080078125,204.72000122070312,111.70464324951172
2025-05-15,210.61444091796875,449.5392761230469,163.39344787597656,205.1699981689453,134.64129638671875,641.8775024414062,342.82000732421875,507.3299865722656,262.3870544433594,359.4606628417969,266.8259582519531,105.22579956054688,144.72227478027344,95.55111694335938,157.86863708496094,578.78125,366.5459899902344,134.89816284179688,72.17802429199219,175.9479522705078,125.1189956665039,69.59260559082031,1004.813720703125,230.7701873779297,726.649658203125,403.4454345703125,305.29876708984375,62.81418228149414,318.8971862792969,130.68043518066406,189.6431427001953,60.33246612548828,182.70538330078125,71.87049865722656,163.35186767578125,157.81663513183594,288.6062316894531,114.98999786376953,21.549999237060547,148.56739807128906,260.0292663574219,228.17230224609375,346.064697265625,206.24000549316406,110.99251556396484
